UT;DI;TI;CR;Freq1AU;FreqTT;DOI_CR;Ref_ID
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Brossard D, 2019, P NATL ACAD SCI USA, V116, P7692, DOI 10.1073/pnas.1805874115;1;1;10.1073/pnas.1805874115;doi1139
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Carter SM, 2006, J MANAGE STUD, V43, P1145, DOI 10.1111/j.1467-6486.2006.00632.x;1;1;10.1111/j.1467-6486.2006.00632.x;doi1558
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Cennamo C, 2012, ENTREP THEORY PRACT, V36, P1153, DOI 10.1111/j.1540-6520.2012.00543.x;2;2;10.1111/j.1540-6520.2012.00543.x;doi1627
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Cheng BT, 2014, STRATEGIC MANAGE J, V35, P1, DOI 10.1002/smj.2131;1;1;10.1002/smj.2131;doi0119
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Christmann P, 2004, ACAD MANAGE J, V47, P747, DOI 10.2307/20159616;1;1;10.2307/20159616;doi2166
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Clark CE, 2017, BUS SOC, V56, P1136, DOI 10.1177/0007650315613966;2;2;10.1177/0007650315613966;doi1769
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;COHEN MD, 1972, ADMIN SCI QUART, V17, P1, DOI 10.2307/2392088;2;2;10.2307/2392088;doi2185
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;DAFT RL, 1984, ACAD MANAGE REV, V9, P284, DOI 10.2307/258441;1;2;10.2307/258441;doi2243
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;DAFT RL, 1981, ADMIN SCI QUART, V26, P207, DOI 10.2307/2392469;1;2;10.2307/2392469;doi2187
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Davis JP, 2009, ADMIN SCI QUART, V54, P413, DOI 10.2189/asqu.2009.54.3.413;2;2;10.2189/asqu.2009.54.3.413;doi2118
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Dawkins CE, 2014, J BUS ETHICS, V121, P283, DOI 10.1007/s10551-013-1697-z;2;2;10.1007/s10551-013-1697-z;doi0299
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;De Tienne KB, 2005, J BUS ETHICS, V60, P359, DOI 10.1007/s10551-005-0869-x;1;1;10.1007/s10551-005-0869-x;doi0245
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Deegan C., 2002, ACCOUNTING AUDITING, V15, P282, DOI DOI 10.1108/09513570210435852;1;1;10.1108/09513570210435852;doi1339
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Dorobantu S, 2017, ADMIN SCI QUART, V62, P561, DOI 10.1177/0001839216687743;1;1;10.1177/0001839216687743;doi1744
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;ELLSBERG D, 1961, Q J ECON, V75, P643, DOI 10.2307/1884324;1;1;10.2307/1884324;doi2156
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Fassin Y, 2008, J BUS ETHICS, V80, P879, DOI 10.1007/s10551-007-9474-5;1;4;10.1007/s10551-007-9474-5;doi0253
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Fassin Y, 2017, BUS ETHICS, V26, P97, DOI 10.1111/beer.12136;1;4;10.1111/beer.12136;doi1525
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Fassin Y, 2012, J BUS ETHICS, V109, P83, DOI 10.1007/s10551-012-1381-8;1;4;10.1007/s10551-012-1381-8;doi0293
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Fassin Y, 2009, J BUS ETHICS, V84, P113, DOI 10.1007/s10551-008-9677-4;1;4;10.1007/s10551-008-9677-4;doi0263
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;FORD RC, 1994, J BUS ETHICS, V13, P205, DOI 10.1007/BF02074820;1;1;10.1007/BF02074820;doi0236
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Fredrickson DS, 2001, RECOMBINANT DNA CONT;4;4;;ref0172
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Freeman R. E., 1984, STRATEGIC MANAGEMENT;3;3;;ref0174
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Friedman A. L., 2006, STAKEHOLDERS THEORY;1;1;;ref0178
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Frooman J, 1999, ACAD MANAGE REV, V24, P191;1;1;;ref0180
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Garud R, 2014, ORGAN SCI, V25, P1479, DOI 10.1287/orsc.2014.0915;1;1;10.1287/orsc.2014.0915;doi2020
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;GILBERT DT, 1989, J PERS SOC PSYCHOL, V57, P940, DOI 10.1037/0022-3514.57.6.940;1;1;10.1037/0022-3514.57.6.940;doi1017
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Girard C, 2012, J BUS ETHICS, V107, P215, DOI 10.1007/s10551-011-1034-3;1;1;10.1007/s10551-011-1034-3;doi0282
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Godfrey PC, 2005, ACAD MANAGE REV, V30, P777, DOI 10.5465/amr.2005.18378878;1;1;10.5465/amr.2005.18378878;doi2411
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Greenwood M, 2019, CAMBRIDGE HDB STAKEH, P35;3;7;;ref0200
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Greenwood M, 2007, J BUS ETHICS, V74, P315, DOI 10.1007/s10551-007-9509-y;4;7;10.1007/s10551-007-9509-y;doi0256
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Hall J, 2005, MIT SLOAN MANAGE REV, V47, P11;2;2;;ref0216
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Hardy C, 2016, ACAD MANAGE REV, V41, P80, DOI 10.5465/amr.2013.0106;1;1;10.5465/amr.2013.0106;doi2438
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Harris M., 2020, INTELLIGENCER;1;1;;ref0226
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Heffernan O, 2017, NATURE, V544, pS18, DOI 10.1038/544S18a;1;1;10.1038/544S18a;doi1035
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Henisz WJ, 2014, STRATEGIC MANAGE J, V35, P1727, DOI 10.1002/smj.2180;1;1;10.1002/smj.2180;doi0123
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Henriques I, 1999, ACAD MANAGE J, V42, P87, DOI 10.2307/256876;1;1;10.2307/256876;doi2223
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Holzer B, 2008, BUS SOC, V47, P50, DOI 10.1177/0007650307306341;1;1;10.1177/0007650307306341;doi1759
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Husted BW, 2016, STRATEGIC MANAGE J, V37, P2050, DOI 10.1002/smj.2437;1;1;10.1002/smj.2437;doi0135
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Jefferson V, 2006, J ENVIRON HEALTH, V69, P33;3;3;;ref0264
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;JONES TM, 1995, ACAD MANAGE REV, V20, P404, DOI 10.2307/258852;2;2;10.2307/258852;doi2250
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Kaler J, 2002, J BUS ETHICS, V39, P91, DOI 10.1023/A:1016336118528;1;1;10.1023/A:1016336118528;doi0999
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Knight F., 1921, RISK UNCERTAINTY PRO;4;4;;ref0287
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Kobeissi N, 2009, BUS SOC, V48, P326, DOI 10.1177/0007650307305369;1;1;10.1177/0007650307305369;doi1758
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Krimsky S, 1982, GENETIC ALCHEMY SOCI;2;2;;ref0295
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Kuechle G, 2016, STRATEG ENTREP J, V10, P43, DOI 10.1002/sej.1211;3;3;10.1002/sej.1211;doi0102
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Laplume AO, 2008, J MANAGE, V34, P1152, DOI 10.1177/0149206308324322;1;1;10.1177/0149206308324322;doi1818
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Lenn J., 1993, ANN M INT ASS BUS SO;1;1;;ref0313
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Lewis R., 2019, DNA SCI BLOG GENETIC;4;4;;ref0317
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Lotila P, 2010, J BUS ETHICS, V94, P395, DOI 10.1007/s10551-009-0272-0;1;1;10.1007/s10551-009-0272-0;doi0269
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Maak T, 2007, J BUS ETHICS, V74, P329, DOI 10.1007/s10551-007-9510-5;2;2;10.1007/s10551-007-9510-5;doi0257
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;March J. G., 1994, PRIMER DECISION MAKI;6;6;;ref0346
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Marens R., 1999, BUSINESS ETHICS Q, P273;1;1;;ref0351
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;McGrath R. G., 2000, ENTREPRENEURIAL MIND;1;1;;ref0365
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;MEZNAR MB, 1995, ACAD MANAGE J, V38, P975, DOI 10.2307/256617;1;1;10.2307/256617;doi2212
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Michaelson C, 2008, J BUS ETHICS, V83, P773, DOI 10.1007/s10551-008-9664-9;1;1;10.1007/s10551-008-9664-9;doi0262
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Miller JI, 2012, STRATEG ENTREP J, V6, P59, DOI 10.1002/sej.1128;1;1;10.1002/sej.1128;doi0099
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Mitchell RK, 1997, ACAD MANAGE REV, V22, P853, DOI 10.2307/259247;1;2;10.2307/259247;doi2262
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Mitchell RK, 2016, ACAD MANAGE REV, V41, P252, DOI 10.5465/amr.2013.0486;1;2;10.5465/amr.2013.0486;doi2441
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Musteen M, 2013, ENTREP THEORY PRACT, V37, P421, DOI 10.1111/j.1540-6520.2011.00477.x;1;1;10.1111/j.1540-6520.2011.00477.x;doi1625
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Niiler E., 2018, NATL GEOGRAPHIC;1;1;;ref0408
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Noland J, 2010, INT J MANAG REV, V12, P39, DOI 10.1111/j.1468-2370.2009.00279.x;1;1;10.1111/j.1468-2370.2009.00279.x;doi1585
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Nutt PC, 1998, MANAGE SCI, V44, P1148, DOI 10.1287/mnsc.44.8.1148;1;1;10.1287/mnsc.44.8.1148;doi1973
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Phillips LT, 2020, J PERS SOC PSYCHOL, V119, P1112, DOI 10.1037/pspi0000234;1;3;10.1037/pspi0000234;doi1033
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Phillips R., 2003, STAKEHOLDER THEORY O;1;3;;ref0435
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Pieper TM, 2015, ENTREP THEORY PRACT, V39, P1313, DOI 10.1111/etap.12179;1;1;10.1111/etap.12179;doi1536
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Rehbein K, 2013, J BUS ETHICS, V112, P137, DOI 10.1007/s10551-012-1237-2;2;2;10.1007/s10551-012-1237-2;doi0289
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Rivkin JW, 2001, ORGAN SCI, V12, P274, DOI 10.1287/orsc.12.3.274.10106;2;2;10.1287/orsc.12.3.274.10106;doi2011
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Rowley TJ, 1997, ACAD MANAGE REV, V22, P887, DOI 10.2307/259248;1;1;10.2307/259248;doi2263
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Ruebottom T., 2011, J BUS ETHICS, V102, P77, DOI 10.1007/s10551-011-1191-4;2;2;10.1007/s10551-011-1191-4;doi0288
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Sachs S., 2011, STAKEHOLDERS MATTER;1;1;;ref0482
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Selden PD, 2015, J BUS VENTURING, V30, P603, DOI 10.1016/j.jbusvent.2014.09.002;1;1;10.1016/j.jbusvent.2014.09.002;doi0667
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Shapira Z, 1995, RISK TAKING MANAGERI;1;1;;ref0498
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;"Sharma S, 1998, STRATEGIC MANAGE J, V19, P729, DOI 10.1002/(SICI)1097-0266(199808)19:8<729::AID-SMJ967>3.3.CO;2-W";4;4;"10.1002/(SICI)1097-0266(199808)19:8<729::AID-SMJ967>3.3.CO;2-W";doi0008
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Shiu YM, 2017, STRATEGIC MANAGE J, V38, P455, DOI 10.1002/smj.2494;2;2;10.1002/smj.2494;doi0139
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Sidgwick Henry, 1879, MIND, V4, P106, DOI DOI 10.1093/MIND/0S-4.13.106;2;2;10.1093/MIND/0S-4.13.106;doi1307
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Sillanpaa M, 1998, J BUS ETHICS, V17, P1443, DOI 10.1023/A:1006099731105;2;2;10.1023/A:1006099731105;doi0991
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Simon H.A., 1962, P AM PHILOS SOC, V106, P467, DOI DOI 10.2307/985254;1;1;10.2307/985254;doi2320
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;SITKIN SB, 1992, ACAD MANAGE REV, V17, P9, DOI 10.2307/258646;1;1;10.2307/258646;doi2246
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Snider J, 2003, J BUS ETHICS, V48, P175, DOI 10.1023/B:BUSI.0000004606.29523.db;1;1;10.1023/B:BUSI.0000004606.29523.db;doi1005
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Sonenshein S, 2016, ACAD MANAGE REV, V41, P349, DOI 10.5465/amr.2013.0425;1;1;10.5465/amr.2013.0425;doi2439
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Sull D., 2015, SIMPLE RULES THRIVE;1;1;;ref0522
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Surroca J, 2010, STRATEGIC MANAGE J, V31, P463, DOI 10.1002/smj.820;1;1;10.1002/smj.820;doi0204
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Torugsa NA, 2012, J BUS ETHICS, V109, P483, DOI 10.1007/s10551-011-1141-1;2;2;10.1007/s10551-011-1141-1;doi0286
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Townsend DM, 2018, ACAD MANAG ANN, V12, P659, DOI 10.5465/annals.2016.0109;15;15;10.5465/annals.2016.0109;doi2449
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;TREVINO LK, 1986, ACAD MANAGE REV, V11, P601, DOI 10.2307/258313;1;1;10.2307/258313;doi2240
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Ulmer RR, 2000, J BUS ETHICS, V25, P143, DOI 10.1023/A:1006183805499;1;1;10.1023/A:1006183805499;doi0993
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Valentine S, 2008, J BUS ETHICS, V77, P159, DOI 10.1007/s10551-006-9306-z;1;1;10.1007/s10551-006-9306-z;doi0251
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;von Groddeck V, 2011, J BUS ETHICS, V100, P69, DOI 10.1007/s10551-011-0769-1;1;1;10.1007/s10551-011-0769-1;doi0274
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;"Waddock SA, 1997, STRATEGIC MANAGE J, V18, P303, DOI 10.1002/(SICI)1097-0266(199704)18:4<303::AID-SMJ869>3.0.CO;2-G";2;2;"10.1002/(SICI)1097-0266(199704)18:4<303::AID-SMJ869>3.0.CO;2-G";doi0003
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Wang TY, 2012, STRATEGIC MANAGE J, V33, P1135, DOI 10.1002/smj.1962;1;1;10.1002/smj.1962;doi0110
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Weick K., 1979, SOCIAL PSYCHOL ORG;1;6;;ref0588
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Weick K.E., 1995, SENSEMAKING ORG;3;6;;ref0589
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Winkler ALP, 2018, J BUS ETHICS, V107, P21;2;2;;ref0601
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Winter S., 1987, COMPETITIVE CHALLENG, P159;1;1;;ref0602
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Wiseman RM, 1998, ACAD MANAGE REV, V23, P133, DOI 10.2307/259103;1;1;10.2307/259103;doi2260
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Zack MH, 1999, CALIF MANAGE REV, V41, P125, DOI 10.2307/41166000;1;1;10.2307/41166000;doi2311
WOS:000555362300002;10.1007/s10551-020-04550-0;Stakeholder Engagement, Knowledge Problems and Ethical Challenges;Zattoni A, 2011, J BUS ETHICS, V103, P255, DOI 10.1007/s10551-011-0864-3;1;1;10.1007/s10551-011-0864-3;doi0278
WOS:000557060600001;10.1108/ECAM-01-2020-0034;Managing public-private partnerships: a transmission pattern of underlying dynamics determining project performance;Aksorn T, 2008, SAFETY SCI, V46, P709, DOI 10.1016/j.ssci.2007.06.006;1;1;10.1016/j.ssci.2007.06.006;doi0891
WOS:000557060600001;10.1108/ECAM-01-2020-0034;Managing public-private partnerships: a transmission pattern of underlying dynamics determining project performance;Almarri K, 2017, PROJ MANAG J, V48, P93, DOI 10.1177/875697281704800408;2;18;10.1177/875697281704800408;doi1925
WOS:000557060600001;10.1108/ECAM-01-2020-0034;Managing public-private partnerships: a transmission pattern of underlying dynamics determining project performance;Almarri K, 2017, BUILT ENVIRON PROJ A, V7, P546, DOI 10.1108/BEPAM-05-2017-0031;16;18;10.1108/BEPAM-05-2017-0031;doi1398
WOS:000557060600001;10.1108/ECAM-01-2020-0034;Managing public-private partnerships: a transmission pattern of underlying dynamics determining project performance;Amadi C., 2019, ENG CONSTR ARCHIT MA, V27, P544;2;2;;ref0014
WOS:000557060600001;10.1108/ECAM-01-2020-0034;Managing public-private partnerships: a transmission pattern of underlying dynamics determining project performance;Asan U, 2018, APPL SOFT COMPUT, V66, P34, DOI 10.1016/j.asoc.2018.01.018;1;1;10.1016/j.asoc.2018.01.018;doi0423
WOS:000557060600001;10.1108/ECAM-01-2020-0034;Managing public-private partnerships: a transmission pattern of underlying dynamics determining project performance;Aziz AMA, 2007, J CONSTR ENG M, V133, P918, DOI 10.1061/(ASCE)0733-9364(2007)133:12(918);4;4;10.1061/(ASCE)0733-9364(2007)133:12(918);doi1101
WOS:000557060600001;10.1108/ECAM-01-2020-0034;Managing public-private partnerships: a transmission pattern of underlying dynamics determining project performance;BEAUCHAMP MA, 1965, BEHAV SCI, V10, P161, DOI 10.1002/bs.3830100205;1;1;10.1002/bs.3830100205;doi0028
WOS:000557060600001;10.1108/ECAM-01-2020-0034;Managing public-private partnerships: a transmission pattern of underlying dynamics determining project performance;Benitez-Avila C, 2018, INT J PROJ MANAG, V36, P429, DOI 10.1016/j.ijproman.2017.12.005;1;1;10.1016/j.ijproman.2017.12.005;doi0590
WOS:000557060600001;10.1108/ECAM-01-2020-0034;Managing public-private partnerships: a transmission pattern of underlying dynamics determining project performance;BIERNACKI P, 1981, SOCIOL METHOD RES, V10, P141, DOI 10.1177/004912418101000205;1;1;10.1177/004912418101000205;doi1794
WOS:000557060600001;10.1108/ECAM-01-2020-0034;Managing public-private partnerships: a transmission pattern of underlying dynamics determining project performance;Bourne L., 2006, PROJ MANAG J, V37, P5;2;2;;ref0061
WOS:000557060600001;10.1108/ECAM-01-2020-0034;Managing public-private partnerships: a transmission pattern of underlying dynamics determining project performance;Cao Z, 2015, J OPER MANAG, V33-34, P15, DOI 10.1016/j.jom.2014.09.009;2;2;10.1016/j.jom.2014.09.009;doi0788
WOS:000557060600001;10.1108/ECAM-01-2020-0034;Managing public-private partnerships: a transmission pattern of underlying dynamics determining project performance;Chan APC, 2010, J CONSTR ENG M, V136, P484, DOI 10.1061/(ASCE)CO.1943-7862.0000152;2;4;10.1061/(ASCE)CO.1943-7862.0000152;doi1105
WOS:000557060600001;10.1108/ECAM-01-2020-0034;Managing public-private partnerships: a transmission pattern of underlying dynamics determining project performance;Cheung E, 2012, FACILITIES, V30, P647, DOI 10.1108/02632771211273132;2;2;10.1108/02632771211273132;doi1329
WOS:000557060600001;10.1108/ECAM-01-2020-0034;Managing public-private partnerships: a transmission pattern of underlying dynamics determining project performance;Chinowsky P, 2008, J CONSTR ENG M, V134, P804, DOI 10.1061/(ASCE)0733-9364(2008)134:10(804);1;1;10.1061/(ASCE)0733-9364(2008)134:10(804);doi1102
WOS:000557060600001;10.1108/ECAM-01-2020-0034;Managing public-private partnerships: a transmission pattern of underlying dynamics determining project performance;Chinyio E., 2009, POLICY FINANCE MANAG;1;1;;ref0089
WOS:000557060600001;10.1108/ECAM-01-2020-0034;Managing public-private partnerships: a transmission pattern of underlying dynamics determining project performance;Chinyio E.A., 2010, CONSTRUCTION STAKEHO;1;1;;ref0090
WOS:000557060600001;10.1108/ECAM-01-2020-0034;Managing public-private partnerships: a transmission pattern of underlying dynamics determining project performance;Chou JS, 2016, J MANAGE ENG, V32, DOI 10.1061/(ASCE)ME.1943-5479.0000436;2;2;10.1061/(ASCE)ME.1943-5479.0000436;doi1125
WOS:000557060600001;10.1108/ECAM-01-2020-0034;Managing public-private partnerships: a transmission pattern of underlying dynamics determining project performance;Chou JS, 2015, INT J PROJ MANAG, V33, P1136, DOI 10.1016/j.ijproman.2014.12.003;2;2;10.1016/j.ijproman.2014.12.003;doi0558
WOS:000557060600001;10.1108/ECAM-01-2020-0034;Managing public-private partnerships: a transmission pattern of underlying dynamics determining project performance;Chowdhury A, 2011, CONSTR MANAG ECON, V29, P247, DOI 10.1080/01446193.2010.537354;1;1;10.1080/01446193.2010.537354;doi1168
WOS:000557060600001;10.1108/ECAM-01-2020-0034;Managing public-private partnerships: a transmission pattern of underlying dynamics determining project performance;Cleland D., 2007, PROJECT MANAGEMENT S;1;1;;ref0101
